Cues,Targets,Target Normed?,Sample Size,# Subjects Producing Target ,Forward Strength,Backward Strength,Mediated Strength,Cue Set Size,# Cue Competitors,Cue Competitor Strength,Cue Frequency (K&F),Target Set Size,# Target Competitors,Target Competitor Strength,Target Frequency (K&F)
TOENAIL,GROSS,YES,150,2,0.013,0,0.0009,15,8,0.519,0,16,15,0.612,30
TOENAIL,HANGNAIL,NO,150,2,0.013,0,0,15,10,0.545,0,0,0,0,0
TOENAIL,INGROWN,NO,150,7,0.047,0,0,15,10,0.545,0,0,0,0,0
TOENAIL,LONG,YES,150,3,0.02,0,0.0074,15,8,0.445,0,13,12,0.765,755
TOENAIL,PAINT,YES,150,3,0.02,0,0.0032,15,7,0.372,0,16,16,0.876,37
TOENAIL,POLISH,YES,150,11,0.073,0,0.0217,15,7,0.372,0,12,11,0.74,19
TOENAIL,SHARP,YES,150,2,0.013,0,0,15,8,0.479,0,18,16,0.809,72
TOENAIL,THUMBNAIL,NO,150,2,0.013,0,0,15,10,0.545,0,0,0,0,0
TOENAIL,TOE,YES,150,13,0.087,0,0.0406,15,8,0.285,0,7,6,0.313,9
TOENAIL,TOEJAM,NO,150,4,0.027,0,0,15,10,0.545,0,0,0,0,0
TOENAIL,UGLY,YES,150,2,0.013,0,0.0018,15,8,0.519,0,14,9,0.495,21
TOES,BIG,YES,139,2,0.014,0,0.0075,11,7,0.353,19,9,9,0.939,360
TOES,CHEESY,NO,139,2,0.014,0,0,11,9,0.899,19,0,0,0,0
TOES,FEET,YES,139,74,0.532,0.466,0,11,6,0.339,19,10,7,0.366,283
TOES,FINGER,YES,139,20,0.144,0,0.0053,11,7,0.712,19,12,11,0.823,40
TOES,JAM,YES,139,4,0.029,0,0,11,8,0.87,19,12,12,0.819,6
TOES,NAIL,YES,139,6,0.043,0,0,11,7,0.712,19,6,5,0.782,6
TOES,NAIL POLISH,NO,139,2,0.014,0,0,11,9,0.899,19,0,0,0,0
TOES,SHOE,YES,139,11,0.079,0,0.0136,11,7,0.798,19,14,13,0.75,14
TOES,SMELL,YES,139,2,0.014,0,0.025,11,7,0.353,19,13,13,0.86,34
TOES,SOCK,YES,139,3,0.022,0,0.0168,11,7,0.798,19,8,7,0.316,4
TOES,TEN,YES,139,3,0.022,0,0,11,8,0.877,19,20,16,0.469,165
TOGETHER,AGAIN,YES,147,2,0.014,0,0,19,18,0.784,267,12,10,0.658,578
TOGETHER,ALIKE,YES,147,2,0.014,0,0,19,18,0.784,267,7,7,0.919,20
TOGETHER,ALONE,YES,147,3,0.02,0.141,0.0061,19,15,0.491,267,19,14,0.549,195
TOGETHER,ALWAYS,YES,147,5,0.034,0.021,0.0348,19,16,0.581,267,6,3,0.42,458
TOGETHER,APART,YES,147,38,0.259,0.406,0.0027,19,14,0.457,267,8,4,0.217,57
TOGETHER,ATTACH,YES,147,5,0.034,0.086,0,19,16,0.491,267,20,14,0.522,14
TOGETHER,BOND,YES,147,2,0.014,0.105,0.0001,19,16,0.716,267,23,17,0.426,46
TOGETHER,BOYFRIEND,YES,147,2,0.014,0,0,19,17,0.73,267,12,11,0.668,0
TOGETHER,CLOSE,YES,147,2,0.014,0.021,0.0097,19,14,0.416,267,9,8,0.835,234
TOGETHER,COUPLE,YES,147,5,0.034,0.068,0.0023,19,15,0.649,267,12,8,0.379,122
TOGETHER,FAMILY,YES,147,2,0.014,0.035,0.0071,19,14,0.661,267,25,21,0.634,331
TOGETHER,FOREVER,YES,147,19,0.129,0,0.0142,19,15,0.54,267,14,11,0.514,39
TOGETHER,FRIENDS,YES,147,6,0.041,0,0.0007,19,12,0.492,267,18,10,0.265,162
TOGETHER,HAPPY,YES,147,4,0.027,0,0.0023,19,16,0.683,267,8,7,0.859,98
TOGETHER,LOVE,YES,147,8,0.054,0,0.023,19,8,0.389,267,18,16,0.722,232
TOGETHER,ONE,YES,147,2,0.014,0,0.0058,19,16,0.73,267,6,3,0.169,3292
TOGETHER,SEPARATE,YES,147,2,0.014,0.09,0.044,19,15,0.471,267,10,6,0.55,79
TOGETHER,TWO,YES,147,5,0.034,0.014,0.0196,19,14,0.621,267,14,7,0.589,1412
TOGETHER,WITH,YES,147,3,0.02,0.24,0,19,17,0.737,267,12,7,0.373,7289
TOIL,FIGHT,YES,180,2,0.011,0,0.0026,14,10,0.495,1,24,22,0.701,98
TOIL,FOOL,YES,180,2,0.011,0,0,14,12,0.595,1,14,9,0.6,37
TOIL,HARD,YES,180,3,0.017,0,0.0544,14,8,0.111,1,10,9,0.839,202
TOIL,LABOR,YES,180,2,0.011,0,0.0073,14,10,0.211,1,10,7,0.187,149
TOIL,MESS,YES,180,4,0.022,0,0,14,12,0.584,1,18,15,0.728,22
TOIL,PLAY,YES,180,2,0.011,0,0.0448,14,10,0.217,1,21,18,0.626,200
TOIL,PONDER,YES,180,3,0.017,0,0,14,12,0.589,1,5,5,0.821,1
TOIL,SPOIL,YES,180,2,0.011,0,0,14,12,0.595,1,14,14,0.835,3
TOIL,SWEAT,YES,180,3,0.017,0,0.0051,14,11,0.222,1,16,14,0.746,23
TOIL,TASK,YES,180,2,0.011,0,0,14,10,0.211,1,11,8,0.679,60
TOIL,TEAR,YES,180,2,0.011,0,0,14,12,0.595,1,9,9,0.868,11
TOIL,TROUBLE,YES,180,16,0.089,0,0,14,10,0.489,1,18,16,0.537,134
TOIL,TURMOIL,NO,180,4,0.022,0,0,14,13,0.606,1,0,0,0,0
TOIL,WORK,YES,180,66,0.367,0,0.0127,14,7,0.172,1,19,15,0.469,760
TOILET,BATHROOM,YES,146,49,0.336,0.338,0.0056,15,7,0.426,13,14,11,0.394,18
TOILET,BOWL,YES,146,8,0.054,0,0,15,10,0.79,13,22,22,0.85,23
TOILET,COMMODE,NO,146,3,0.02,0,0,15,11,0.844,13,0,0,0,0
TOILET,DIRTY,YES,146,2,0.014,0,0.0006,15,9,0.816,13,15,14,0.824,36
TOILET,FLUSH,YES,146,11,0.074,0.418,0,15,9,0.756,13,16,12,0.244,11
TOILET,JOHN,NO,146,2,0.014,0,0,15,11,0.844,13,0,0,0,0
TOILET,PAPER,YES,146,8,0.054,0,0,15,10,0.79,13,15,14,0.855,157
TOILET,POTTY,NO,146,2,0.014,0,0,15,11,0.844,13,0,0,0,0
TOILET,RESTROOM,YES,146,2,0.014,0.171,0.0074,15,7,0.446,13,19,8,0.177,1
TOILET,SEAT,YES,146,29,0.196,0.021,0,15,9,0.628,13,10,8,0.792,54
TOILET,SINK,YES,146,5,0.034,0,0.0332,15,6,0.412,13,18,14,0.65,23
TOILET,SIT,YES,146,3,0.02,0,0.0253,15,9,0.628,13,14,12,0.865,67
TOILET,TRAINING,NO,146,2,0.014,0,0,15,11,0.844,13,0,0,0,0
TOILET,TUB,YES,146,5,0.034,0,0.0018,15,7,0.426,13,12,6,0.607,13
TOILET,WATER,YES,146,2,0.014,0,0.0147,15,7,0.688,13,18,18,0.722,442
TOLL,BOOTH,YES,148,34,0.23,0.035,0,10,9,0.642,16,18,15,0.684,7
TOLL,BRIDGE,YES,148,13,0.088,0,0,10,8,0.71,16,10,9,0.819,98
TOLL,FEE,YES,148,4,0.027,0,0.0003,10,6,0.473,16,10,6,0.184,16
TOLL,HIGHWAY,YES,148,7,0.047,0,0.0045,10,8,0.751,16,14,11,0.509,40
TOLL,MONEY,YES,148,32,0.216,0,0.0874,10,5,0.453,16,19,18,0.744,265
TOLL,PAY,YES,148,21,0.142,0,0.0063,10,6,0.467,16,13,12,0.48,172
TOLL,PAYMENT,YES,148,2,0.014,0,0.0012,10,7,0.615,16,13,11,0.54,53
TOLL,PLAZA,YES,148,2,0.014,0,0,10,9,0.858,16,13,13,0.84,2
TOLL,ROAD,YES,148,11,0.074,0,0.0211,10,7,0.663,16,24,21,0.768,197
TOLL,TAX,YES,148,3,0.02,0,0,10,7,0.494,16,16,8,0.257,197
TOMATO,FRUIT,YES,195,12,0.062,0,0.0532,17,13,0.553,4,17,14,0.533,35
TOMATO,HOT,YES,195,2,0.01,0,0.0028,17,14,0.8,4,8,8,0.893,130
TOMATO,JUICE,YES,195,6,0.031,0,0.0066,17,14,0.784,4,10,8,0.224,11
TOMATO,KETCHUP,YES,195,6,0.031,0.121,0,17,15,0.672,4,8,5,0.65,1
TOMATO,LETTUCE,YES,195,11,0.056,0.292,0.0138,17,14,0.565,4,11,8,0.244,0
TOMATO,ONION,YES,195,2,0.01,0,0.0006,17,14,0.816,4,15,14,0.777,15
TOMATO,ORANGE,YES,195,4,0.021,0,0.0358,17,13,0.589,4,14,10,0.378,23
TOMATO,PASTA,YES,195,2,0.01,0,0.0012,17,13,0.765,4,13,3,0.325,0
TOMATO,PASTE,YES,195,3,0.015,0.047,0,17,16,0.883,4,4,3,0.85,10
TOMATO,PLANT,YES,195,3,0.015,0,0,17,16,0.883,4,14,14,0.857,125
TOMATO,POTATO,YES,195,12,0.062,0.034,0.0007,17,13,0.549,4,23,17,0.752,15
TOMATO,RED,YES,195,38,0.195,0,0.0062,17,13,0.589,4,14,12,0.78,197
TOMATO,SALAD,YES,195,9,0.046,0.039,0.028,17,10,0.457,4,15,11,0.511,9
TOMATO,SAUCE,YES,195,12,0.062,0.144,0.0044,17,13,0.616,4,15,9,0.208,20
TOMATO,SOUP,YES,195,5,0.026,0.103,0.0058,17,12,0.575,4,25,19,0.554,16
TOMATO,SPAGHETTI,YES,195,3,0.015,0.013,0.0314,17,14,0.811,4,13,7,0.506,1
TOMATO,VEGETABLES,YES,195,45,0.231,0.025,0.0157,17,11,0.415,4,21,15,0.542,16
TOMB,BODY,YES,127,2,0.016,0,0.003,19,13,0.772,11,31,30,0.728,276
TOMB,BURY,YES,127,2,0.016,0,0.0047,19,8,0.26,11,21,15,0.573,6
TOMB,CASKET,YES,127,2,0.016,0,0.0028,19,8,0.26,11,8,4,0.123,1
TOMB,CAVE,YES,127,2,0.016,0,0,19,14,0.788,11,11,11,0.867,9
TOMB,CEMETERY,YES,127,2,0.016,0.021,0.0072,19,10,0.292,11,11,6,0.119,15
TOMB,COFFIN,YES,127,2,0.016,0.019,0.0045,19,9,0.276,11,8,4,0.065,7
TOMB,COLD,YES,127,2,0.016,0,0.0045,19,12,0.607,11,19,18,0.844,171
TOMB,CORPSE,YES,127,2,0.016,0,0.0005,19,10,0.512,11,3,0,0,7
TOMB,CRYPT,NO,127,3,0.024,0,0,19,15,0.804,11,0,0,0,0
TOMB,DEAD,YES,127,15,0.118,0,0.0729,19,6,0.323,11,18,13,0.67,174
TOMB,DEATH,YES,127,16,0.126,0,0.0776,19,8,0.362,11,15,11,0.622,277
TOMB,EGYPT,YES,127,9,0.071,0.053,0.017,19,12,0.671,11,16,9,0.356,14
TOMB,GRANT'S,NO,127,3,0.024,0,0,19,15,0.804,11,0,0,0,0
TOMB,GRAVE,YES,127,30,0.236,0.011,0.0084,19,7,0.197,11,22,13,0.327,33
TOMB,MAUSOLEUM,NO,127,2,0.016,0,0,19,15,0.804,11,0,0,0,0
TOMB,MUMMY,YES,127,4,0.031,0.084,0,19,12,0.584,11,15,11,0.512,1
TOMB,PYRAMID,YES,127,4,0.031,0,0.0242,19,13,0.702,11,10,9,0.411,2
TOMB,STONE,YES,127,8,0.063,0,0.0052,19,12,0.489,11,10,8,0.81,58
TOMB,TUT,NO,127,5,0.039,0,0,19,15,0.804,11,0,0,0,0
TOMBSTONE,CEMETERY,YES,150,5,0.033,0.028,0.0057,11,4,0.232,2,11,6,0.112,15
TOMBSTONE,DEAD,YES,150,29,0.193,0,0.0309,11,5,0.499,2,18,15,0.723,174
TOMBSTONE,DEATH,YES,150,40,0.267,0,0.0422,11,4,0.412,2,15,12,0.638,277
TOMBSTONE,GRANITE,YES,150,2,0.013,0,0,11,7,0.839,2,8,8,0.844,3
TOMBSTONE,GRAVE,YES,150,19,0.127,0.028,0.0135,11,4,0.232,2,22,16,0.354,33
TOMBSTONE,GRAVESTONE,NO,150,2,0.013,0,0,11,8,0.852,2,0,0,0,0
TOMBSTONE,GRAVEYARD,NO,150,4,0.027,0,0,11,8,0.852,2,0,0,0,0
TOMBSTONE,HEAD STONE,NO,150,2,0.013,0,0,11,8,0.852,2,0,0,0,0
TOMBSTONE,MOVIE,YES,150,2,0.013,0,0,11,7,0.839,2,21,21,0.848,29
TOMBSTONE,PIZZA,YES,150,29,0.193,0,0,11,7,0.659,2,14,14,0.753,3
TOMBSTONE,RIP,YES,150,2,0.013,0.013,0,11,6,0.572,2,9,7,0.803,6
TOMORROW,DAY,YES,146,7,0.048,0,0.012,9,3,0.739,63,6,4,0.08,686
TOMORROW,FUTURE,YES,146,7,0.048,0.071,0,9,7,0.815,63,9,8,0.57,227
TOMORROW,MORNING,YES,146,4,0.027,0,0,9,4,0.76,63,18,15,0.556,211
TOMORROW,NEXT,NO,146,2,0.014,0,0,9,8,0.863,63,0,0,0,0
TOMORROW,NIGHT,YES,146,2,0.014,0,0.0456,9,4,0.753,63,6,5,0.262,411
TOMORROW,SUN,YES,146,2,0.014,0,0.0038,9,5,0.774,63,14,14,0.906,112
TOMORROW,TODAY,YES,146,77,0.527,0.503,0.0718,9,6,0.172,63,11,9,0.203,284
TOMORROW,WEDNESDAY,YES,146,3,0.021,0,0,9,5,0.78,63,16,9,0.321,35
TOMORROW,YESTERDAY,YES,146,24,0.164,0.267,0.0585,9,6,0.172,63,9,6,0.138,83
TON,2OOO,NO,152,6,0.039,0,0,13,9,0.63,13,0,0,0,0
TON,BIG,YES,152,2,0.013,0,0.0159,13,5,0.275,13,9,8,0.919,360
TON,BRICKS,NO,152,8,0.053,0,0,13,9,0.63,13,0,0,0,0
TON,CAR,YES,152,4,0.026,0,0.001,13,7,0.578,13,25,22,0.798,274
TON,ELEPHANT,YES,152,4,0.026,0,0,13,6,0.578,13,19,17,0.606,7
TON,HEAVY,YES,152,46,0.303,0,0.0374,13,6,0.117,13,16,13,0.696,110
TON,HUGE,YES,152,2,0.013,0,0.0019,13,6,0.578,13,7,6,0.489,54
TON,LOTS,YES,152,4,0.026,0,0,13,7,0.578,13,16,13,0.682,42
TON,MEASUREMENT,YES,152,2,0.013,0,0,13,7,0.42,13,23,22,0.794,34
TON,POUNDS,NO,152,11,0.072,0,0,13,9,0.63,13,0,0,0,0
TON,TEN,YES,152,2,0.013,0,0,13,8,0.617,13,20,16,0.469,165
TON,THOUSAND,NO,152,2,0.013,0,0,13,9,0.63,13,0,0,0,0
TON,WEIGHT,YES,152,30,0.197,0,0.0318,13,6,0.117,13,14,12,0.653,91
TONE,ANGRY,YES,152,2,0.013,0,0,20,18,0.78,78,9,9,0.853,45
TONE,BELL,YES,152,6,0.039,0,0,20,16,0.511,78,11,8,0.739,18
TONE,COLOR,YES,152,4,0.026,0,0,20,18,0.767,78,12,12,0.919,141
TONE,DEAF,YES,152,6,0.039,0,0,20,16,0.53,78,16,12,0.849,12
TONE,LOUD,YES,152,3,0.02,0,0.0564,20,12,0.268,78,11,6,0.502,20
TONE,MOOD,YES,152,2,0.013,0,0,20,18,0.78,78,17,16,0.764,37
TONE,MUSCLE,YES,152,4,0.026,0.048,0,20,18,0.767,78,22,19,0.705,42
TONE,MUSIC,YES,152,11,0.072,0,0.0473,20,13,0.432,78,25,21,0.626,216
TONE,NOISE,YES,152,6,0.039,0,0.0847,20,12,0.268,78,14,10,0.309,37
TONE,PITCH,YES,152,8,0.053,0.021,0,20,18,0.74,78,10,9,0.8,22
TONE,PULSE,NO,152,6,0.039,0,0,20,19,0.793,78,0,0,0,0
TONE,PURE,YES,152,3,0.02,0,0,20,18,0.773,78,18,16,0.826,56
TONE,SOAP,YES,152,4,0.026,0,0,20,18,0.767,78,22,21,0.903,22
TONE,SONG,YES,152,2,0.013,0,0.0081,20,16,0.57,78,16,13,0.616,70
TONE,SOUND,YES,152,31,0.204,0,0.0264,20,9,0.203,78,10,7,0.26,204
TONE,SPEECH,YES,152,2,0.013,0,0.0028,20,16,0.438,78,17,16,0.755,61
TONE,TELEPHONE,YES,152,2,0.013,0,0,20,18,0.78,78,17,15,0.84,76
TONE,VOICE,YES,152,21,0.138,0.014,0.0002,20,12,0.353,78,16,8,0.372,226
TONE,VOLUME,YES,152,2,0.013,0,0,20,13,0.307,78,18,13,0.366,135
TONE,WORD,YES,152,2,0.013,0,0,20,17,0.576,78,20,17,0.645,274
TONGUE,CHEEK,YES,149,8,0.054,0.06,0,13,8,0.313,35,16,10,0.627,20
TONGUE,EAT,YES,149,2,0.013,0,0.0225,13,9,0.374,35,11,10,0.74,61
TONGUE,FRENCH,YES,149,2,0.013,0,0.0009,13,10,0.757,35,17,15,0.641,139
TONGUE,KISS,YES,149,10,0.067,0,0.0275,13,8,0.32,35,13,10,0.718,17
TONGUE,LICK,YES,149,9,0.06,0.172,0,13,9,0.67,35,15,11,0.636,3
TONGUE,MOUTH,YES,149,57,0.383,0.114,0.02,13,4,0.106,35,19,13,0.447,103
TONGUE,MUSCLE,YES,149,2,0.013,0,0,13,11,0.824,35,22,20,0.753,42
TONGUE,PINK,YES,149,3,0.02,0,0.0011,13,10,0.763,35,23,20,0.737,48
TONGUE,TALK,YES,149,6,0.04,0,0.0165,13,10,0.414,35,18,14,0.605,154
TONGUE,TASTE,YES,149,10,0.067,0.063,0.002,13,8,0.314,35,15,12,0.687,59
TONGUE,TEETH,YES,149,10,0.067,0.014,0.0708,13,10,0.387,35,16,13,0.648,103
TONGUE,TIED,NO,149,4,0.027,0,0,13,12,0.837,35,0,0,0,0
TONGUE,WET,YES,149,6,0.04,0,0.005,13,9,0.354,35,11,10,0.899,53
TONIC,ALCOHOL,YES,148,4,0.027,0,0.0622,11,4,0.257,1,12,8,0.61,13
TONIC,DRINK,YES,148,23,0.155,0,0.0674,11,2,0.04,1,20,15,0.549,82
TONIC,ELIXIR,NO,148,3,0.02,0,0,11,8,0.784,1,0,0,0,0
TONIC,GIN,YES,148,45,0.304,0.295,0.0031,11,4,0.257,1,11,7,0.295,23
TONIC,HAIR,YES,148,3,0.02,0,0,11,7,0.764,1,19,18,0.816,148
TONIC,MEDICINE,YES,148,3,0.02,0,0,11,6,0.561,1,27,25,0.822,30
TONIC,POTION,NO,148,2,0.014,0,0,11,8,0.784,1,0,0,0,0
TONIC,SELTZER,NO,148,3,0.02,0,0,11,8,0.784,1,0,0,0,0
TONIC,SODA,YES,148,2,0.014,0,0.0051,11,6,0.615,1,12,9,0.762,3
TONIC,VODKA,YES,148,6,0.041,0.034,0.0217,11,4,0.257,1,17,9,0.401,0
TONIC,WATER,YES,148,30,0.203,0,0.0238,11,5,0.406,1,18,17,0.555,442
TONIGHT,CARSON,NO,153,2,0.013,0,0,17,16,0.883,38,0,0,0,0
TONIGHT,DANCE,YES,153,3,0.02,0,0.0067,17,13,0.634,38,19,18,0.63,90
TONIGHT,DARK,YES,153,12,0.078,0,0.0152,17,12,0.648,38,8,7,0.861,185
TONIGHT,DATE,YES,153,2,0.013,0,0.0013,17,13,0.759,38,20,18,0.639,103
TONIGHT,EVENING,YES,153,19,0.124,0,0.0019,17,12,0.596,38,8,5,0.597,133
TONIGHT,LATE,YES,153,10,0.065,0,0.0027,17,10,0.439,38,11,6,0.765,179
TONIGHT,MIDNIGHT,YES,153,2,0.013,0,0.0009,17,9,0.595,38,20,11,0.326,23
TONIGHT,MORNING,YES,153,3,0.02,0,0.0215,17,11,0.549,38,18,16,0.826,211
TONIGHT,NOW,YES,153,8,0.052,0,0.0043,17,13,0.726,38,9,7,0.189,1314
TONIGHT,PARTY,YES,153,9,0.059,0,0.0024,17,11,0.674,38,22,19,0.784,216
TONIGHT,SHOW,YES,153,26,0.17,0,0.0015,17,12,0.582,38,24,22,0.767,287
TONIGHT,SLEEP,YES,153,5,0.033,0,0.0011,17,12,0.804,38,10,10,0.856,65
TONIGHT,STARS,YES,153,3,0.02,0,0.0005,17,13,0.772,38,18,12,0.739,29
TONIGHT,TODAY,YES,153,7,0.046,0.013,0.0823,17,10,0.445,38,11,6,0.105,284
TONIGHT,TOMORROW,YES,153,22,0.144,0,0.0266,17,12,0.66,38,9,5,0.145,63
TONIGHT,WORK,YES,153,2,0.013,0,0,17,14,0.837,38,19,18,0.748,760
TONIGHT,YESTERDAY,YES,153,2,0.013,0,0.0287,17,13,0.68,38,9,6,0.138,83
TOOL,BOX,YES,97,9,0.093,0,0.0006,12,10,0.714,40,15,15,0.713,70
TOOL,FIX,YES,97,4,0.041,0,0.004,12,7,0.6,40,9,7,0.772,14
TOOL,HAMMER,YES,97,39,0.402,0.039,0.0114,12,8,0.321,40,7,5,0.872,9
TOOL,INSTRUMENT,YES,97,2,0.021,0.034,0,12,11,0.827,40,14,13,0.833,47
TOOL,KIT,YES,97,4,0.041,0,0,12,9,0.673,40,19,10,0.462,2
TOOL,KITCHEN,YES,97,2,0.021,0,0,12,11,0.827,40,22,20,0.859,90
TOOL,MACHINE,YES,97,2,0.021,0.02,0,12,10,0.765,40,17,13,0.542,103
TOOL,SAW,YES,97,2,0.021,0.081,0.0113,12,9,0.363,40,13,10,0.631,352
TOOL,SCREWDRIVER,YES,97,5,0.052,0.161,0.0045,12,7,0.239,40,12,6,0.525,0
TOOL,SHOVEL,YES,97,2,0.021,0.035,0,12,10,0.765,40,13,11,0.773,5
TOOL,WORK,YES,97,6,0.062,0,0.0054,12,5,0.578,40,19,19,0.768,760
TOOL,WRENCH,YES,97,5,0.052,0.378,0.0026,12,7,0.239,40,17,12,0.3,2
TOOLS,BOX,YES,152,6,0.039,0,0,17,13,0.737,34,15,15,0.713,70
TOOLS,BUILD,YES,152,2,0.013,0,0.0012,17,12,0.743,34,18,16,0.794,86
TOOLS,CARPENTER,YES,152,3,0.02,0,0.0001,17,9,0.262,34,18,12,0.654,6
TOOLS,CHEST,YES,152,2,0.013,0,0,17,13,0.763,34,22,19,0.73,53
TOOLS,DAD,YES,152,2,0.013,0,0.0003,17,12,0.743,34,5,5,0.883,15
TOOLS,EQUIPMENT,NO,152,3,0.02,0,0,17,14,0.776,34,0,0,0,0
TOOLS,FIX,YES,152,4,0.026,0,0.003,17,10,0.572,34,9,7,0.772,14
TOOLS,HAMMER,YES,152,58,0.382,0,0.0113,17,9,0.269,34,7,7,0.939,9
TOOLS,HANDYMAN,NO,152,3,0.02,0,0,17,14,0.776,34,0,0,0,0
TOOLS,HARDWARE,NO,152,3,0.02,0,0,17,14,0.776,34,0,0,0,0
TOOLS,MEN,YES,152,3,0.02,0,0,17,13,0.756,34,10,7,0.751,763
TOOLS,SCREW,YES,152,2,0.013,0,0.0072,17,10,0.289,34,14,13,0.838,21
TOOLS,SCREWDRIVER,YES,152,5,0.033,0,0.0051,17,8,0.177,34,12,6,0.511,0
TOOLS,SHED,YES,152,5,0.033,0.086,0,17,13,0.743,34,26,23,0.678,11
TOOLS,TRADE,YES,152,4,0.026,0,0,17,12,0.664,34,22,20,0.682,143
TOOLS,WORK,YES,152,13,0.086,0,0.0039,17,8,0.526,34,19,19,0.768,760
TOOLS,WRENCH,YES,152,9,0.059,0,0.0016,17,8,0.177,34,17,12,0.654,2
TOOTH,ACHE,YES,138,17,0.123,0.014,0,14,13,0.753,20,7,6,0.925,4
TOOTH,BITE,YES,138,3,0.022,0,0,14,12,0.832,20,19,17,0.691,10
TOOTH,BRUSH,YES,138,17,0.123,0.277,0,14,13,0.753,20,6,5,0.636,44
TOOTH,CAVITY,YES,138,6,0.043,0.543,0.0009,14,11,0.558,20,9,5,0.18,12
TOOTH,DECAY,YES,138,32,0.232,0.162,0.0025,14,12,0.601,20,8,7,0.637,14
TOOTH,DENTIST,YES,138,6,0.043,0,0.0028,14,12,0.79,20,8,7,0.929,12
TOOTH,EAT,YES,138,3,0.022,0,0.0025,14,11,0.781,20,11,10,0.74,61
TOOTH,FAIRY,YES,138,5,0.036,0.071,0,14,13,0.84,20,13,7,0.678,6
TOOTH,GUMS,YES,138,5,0.036,0,0,14,12,0.789,20,9,6,0.816,4
TOOTH,MOUTH,YES,138,7,0.051,0,0.0037,14,10,0.745,20,19,18,0.849,103
TOOTH,NAIL,YES,138,4,0.029,0,0,14,13,0.847,20,6,6,0.904,6
TOOTH,PASTE,YES,138,8,0.058,0.094,0,14,13,0.818,20,4,3,0.803,10
TOOTH,SMILE,YES,138,3,0.022,0,0,14,12,0.803,20,12,10,0.873,58
TOOTH,WHITE,YES,138,5,0.036,0,0,14,13,0.84,20,8,8,0.874,365
TOOTHBRUSH,BRISTLE,YES,140,2,0.014,0.016,0.0003,9,6,0.864,6,12,10,0.248,3
TOOTHBRUSH,BRUSH,YES,140,4,0.029,0,0.0811,9,4,0.121,6,6,5,0.902,44
TOOTHBRUSH,CLEAN,YES,140,8,0.057,0,0.02,9,5,0.571,6,13,12,0.861,70
TOOTHBRUSH,DENTIST,YES,140,3,0.021,0,0.015,9,4,0.593,6,8,7,0.49,12
TOOTHBRUSH,FLOSS,NO,140,2,0.014,0,0,9,8,0.907,6,0,0,0,0
TOOTHBRUSH,HYGIENE,YES,140,4,0.029,0.02,0.0064,9,3,0.057,6,16,7,0.126,3
TOOTHBRUSH,PLAQUE,YES,140,2,0.014,0,0.0064,9,4,0.129,6,13,10,0.374,2
TOOTHBRUSH,TEETH,YES,140,35,0.25,0,0.1108,9,1,0.014,6,16,12,0.737,103
TOOTHBRUSH,TOOTHPASTE,YES,140,69,0.493,0.296,0.0004,9,3,0.092,6,13,4,0.172,1
TOOTHPASTE,BRUSH,YES,152,20,0.132,0,0.0166,13,6,0.198,1,6,6,0.913,44
TOOTHPASTE,COLGATE,NO,152,7,0.046,0,0,13,9,0.817,1,0,0,0,0
TOOTHPASTE,CREST,YES,152,13,0.086,0.345,0,13,8,0.731,1,12,11,0.501,12
TOOTHPASTE,FRESH,YES,152,3,0.02,0,0.0018,13,7,0.744,1,21,20,0.883,82
TOOTHPASTE,GEL,NO,152,6,0.039,0,0,13,9,0.817,1,0,0,0,0
TOOTHPASTE,HYGIENE,YES,152,2,0.013,0.013,0.0086,13,6,0.317,1,16,9,0.528,3
TOOTHPASTE,MINT,YES,152,8,0.053,0,0,13,7,0.744,1,24,21,0.76,7
TOOTHPASTE,MOUTH,YES,152,2,0.013,0,0.0397,13,7,0.613,1,19,18,0.702,103
TOOTHPASTE,MOUTHWASH,NO,152,2,0.013,0,0,13,9,0.817,1,0,0,0,0
TOOTHPASTE,PLAQUE,YES,152,2,0.013,0,0.0041,13,6,0.317,1,13,11,0.42,2
TOOTHPASTE,TARTAR,NO,152,3,0.02,0,0,13,9,0.817,1,0,0,0,0
TOOTHPASTE,TEETH,YES,152,29,0.191,0,0.0823,13,3,0.159,1,16,13,0.62,103
TOOTHPASTE,TOOTHBRUSH,YES,152,45,0.296,0.493,0.0003,13,4,0.172,1,9,3,0.092,6
TOP,ABOVE,YES,148,3,0.02,0.036,0,11,8,0.826,204,9,6,0.763,188
TOP,BOTTOM,YES,148,103,0.696,0.507,0,11,9,0.184,204,15,11,0.246,88
TOP,COVER,YES,148,2,0.014,0.033,0,11,9,0.866,204,23,20,0.677,88
TOP,DOG,YES,148,2,0.014,0,0,11,10,0.88,204,5,5,0.846,75
TOP,DOWN,YES,148,4,0.027,0,0.012,11,8,0.839,204,10,9,0.291,895
TOP,GUN,YES,148,2,0.014,0,0,11,9,0.853,204,18,16,0.823,118
TOP,HAT,YES,148,4,0.027,0.033,0,11,10,0.867,204,12,11,0.735,56
TOP,HIGH,YES,148,5,0.034,0,0.0017,11,8,0.826,204,11,10,0.813,497
TOP,SHIRT,YES,148,2,0.014,0.019,0,11,10,0.88,204,17,15,0.892,27
TOP,SPIN,YES,148,3,0.02,0.186,0,11,10,0.874,204,16,12,0.519,5
TOP,UP,YES,148,2,0.014,0,0.0564,11,5,0.089,204,5,3,0.061,1895
